registro	ano	mes	dia	tmed	urmed	vento	tmax	urmax	ventomax	tmin	urmin	chuva
1666	2001	7	24	17.12	91.60	0.47	24.80	100.00	4.70	10.29	65.36	0.00
1667	2001	7	25	18.04	95.30	0.29	24.84	100.00	6.20	12.53	68.01	0.00
1668	2001	7	26	19.58	95.70	0.29	22.61	100.00	9.95	16.28	83.60	0.00
1669	2001	7	27	17.95	97.20	1.21	25.08	100.00	8.45	12.69	74.60	6.00
1670	2001	7	28	11.26	97.00	2.01	13.54	100.00	7.70	7.74	82.60	4.80
1671	2001	7	29	13.19	80.70	1.47	22.38	100.00	9.20	4.20	49.00	0.00
1672	2001	7	30	17.67	83.30	0.38	28.62	100.00	4.70	8.94	46.14	0.00
1673	2001	7	31	18.54	83.40	0.38	28.22	100.00	3.95	11.09	34.05	0.10
1674	2001	8	1	19.72	73.70	0.54	28.44	100.00	5.45	11.77	35.80	0.00
1675	2001	8	2	19.50	63.06	1.07	28.16	100.00	8.45	10.55	23.30	0.00
1676	2001	8	3	19.48	70.20	0.61	28.44	100.00	6.20	9.67	35.93	0.00
1677	2001	8	4	20.12	67.28	0.47	29.05	100.00	4.70	11.97	29.14	0.00
1678	2001	8	5	18.95	66.48	0.77	28.44	100.00	7.70	10.01	28.27	0.00
1679	2001	8	6	18.39	72.60	0.40	29.30	100.00	6.20	9.25	23.91	0.10
1680	2001	8	7	18.99	70.40	0.65	28.98	100.00	4.70	9.88	25.45	0.10
1681	2001	8	8	18.79	68.43	1.11	27.15	97.90	8.45	10.61	30.56	0.00
1682	2001	8	9	17.81	74.40	0.81	26.20	100.00	7.70	9.35	35.12	0.10
1683	2001	8	10	18.25	74.30	1.09	26.20	100.00	9.95	11.06	33.51	0.00
1684	2001	8	11	18.69	74.60	1.43	26.69	100.00	9.95	11.02	32.77	0.00
1685	2001	8	12	19.68	71.70	1.72	27.28	100.00	9.20	12.95	33.85	0.00
1686	2001	8	13	19.01	69.40	0.62	27.27	100.00	6.20	10.99	28.42	0.00
1687	2001	8	14	18.67	64.48	0.93	26.49	100.00	7.70	10.01	30.70	0.00
1688	2001	8	15	18.91	64.82	0.88	27.06	100.00	6.95	9.90	29.68	0.00
1689	2001	8	16	19.08	65.48	0.64	27.09	100.00	6.95	10.35	30.02	0.00
1690	2001	8	17	19.06	63.64	0.62	27.01	100.00	7.70	10.34	30.15	0.00
1691	2001	8	18	19.72	63.25	1.39	28.70	100.00	9.20	10.28	29.95	0.00
1692	2001	8	19	20.95	65.58	1.04	29.96	97.10	8.45	12.07	33.44	0.00
1693	2001	8	20	21.21	67.92	1.49	29.69	95.80	9.95	14.61	30.76	0.00
1694	2001	8	21	20.01	78.30	0.94	28.02	100.00	8.45	14.43	40.30	0.00
1695	2001	8	22	18.01	91.90	1.14	24.07	100.00	9.20	14.54	69.59	1.30
1696	2001	8	23	15.77	100.00	1.69	18.17	100.00	10.70	12.72	89.20	14.30
1697	2001	8	24	18.14	95.80	1.28	24.21	100.00	12.20	15.26	64.51	3.60
1698	2001	8	25	21.24	79.10	0.60	29.17	100.00	5.45	14.00	40.89	0.10
1699	2001	8	26	20.98	82.90	1.12	26.59	100.00	7.70	16.07	58.46	0.00
1700	2001	8	27	21.23	83.60	0.80	27.88	100.00	10.70	16.98	53.53	0.00
1701	2001	8	28	20.93	87.40	1.82	28.26	100.00	15.20	16.79	45.74	20.10
1702	2001	8	29	19.85	96.40	1.21	24.81	100.00	6.95	17.25	71.50	0.00
1703	2001	8	30	22.49	80.50	1.14	30.45	100.00	6.95	15.69	47.06	0.10
1704	2001	8	31	23.30	74.50	0.54	30.79	100.00	5.45	16.23	40.03	0.00
1705	2001	9	1	23.59	72.00	0.68	31.48	100.00	6.95	16.13	36.52	0.00
1706	2001	9	2	23.46	70.10	0.66	31.22	100.00	6.95	16.37	37.06	0.00
1707	2001	9	3	23.44	67.28	0.63	31.54	100.00	6.95	15.49	31.23	0.00
1708	2001	9	4	23.96	65.17	1.10	31.92	100.00	6.95	15.81	28.00	0.00
1709	2001	9	5	21.61	76.00	2.59	28.64	97.70	11.45	16.32	44.39	0.00
1710	2001	9	6	20.56	80.80	2.94	26.89	100.00	11.45	15.23	54.00	0.00
1711	2001	9	7	20.46	73.90	2.25	26.91	94.60	8.45	15.58	46.34	0.00
1712	2001	9	8	21.36	73.70	0.88	30.57	100.00	6.20	12.47	36.26	0.00
1713	2001	9	9	23.60	66.73	0.46	31.80	99.00	4.70	16.51	32.90	0.00
1714	2001	9	10	24.87	61.33	0.77	33.65	99.40	6.95	15.61	26.72	0.00
1715	2001	9	11	20.06	83.60	2.19	24.58	100.00	9.20	14.51	63.29	0.00
1716	2001	9	12	17.93	70.40	2.59	26.15	95.50	9.20	12.09	34.19	0.00
1717	2001	9	13	21.69	73.40	0.81	32.22	100.00	13.70	11.17	40.75	2.60
1718	2001	9	14	18.69	100.00	1.35	20.55	100.00	9.95	17.52	95.80	34.80
1719	2001	9	15	20.10	94.40	0.89	25.13	100.00	7.70	17.39	62.28	5.60
1720	2001	9	16	16.98	71.20	1.95	22.90	100.00	9.95	10.10	31.18	0.00
1721	2001	9	17	13.64	74.10	2.85	20.24	95.40	11.45	7.63	45.16	0.00
1722	2001	9	18	16.74	73.90	2.87	23.16	96.80	9.95	11.13	43.53	0.00
1723	2001	9	19	18.11	68.22	1.22	25.85	100.00	8.45	9.97	31.10	0.00
1724	2001	9	20	19.27	72.90	1.72	27.57	100.00	9.20	11.02	35.26	0.00
1725	2001	9	21	20.66	72.90	0.99	27.59	100.00	7.70	13.75	41.17	0.00
1726	2001	9	22	18.33	92.10	0.73	22.42	100.00	6.95	16.09	70.50	2.20
1727	2001	9	23	20.54	84.00	1.02	28.16	100.00	8.45	14.93	47.95	0.00
1728	2001	9	24	22.98	76.80	0.77	30.27	100.00	6.20	15.96	43.12	0.00
1729	2001	9	25	22.39	84.40	1.52	29.05	100.00	11.45	18.17	51.65	0.40
1730	2001	9	26	22.32	85.20	1.01	27.99	100.00	8.45	18.77	57.09	0.00
1731	2001	9	27	20.02	92.90	1.23	23.17	100.00	8.45	18.08	80.40	2.70
1732	2001	9	28	21.82	81.40	2.15	30.25	100.00	11.45	16.40	50.57	0.00
1733	2001	9	29	21.31	83.00	2.19	27.51	100.00	8.45	16.83	58.09	0.00
1734	2001	9	30	23.58	75.80	1.47	30.95	100.00	7.70	16.61	46.87	0.00
1735	2001	10	1	23.00	85.10	2.19	28.55	100.00	11.45	20.27	63.15	9.00
1736	2001	10	2	19.85	97.00	1.80	25.44	100.00	8.45	14.90	79.00	39.60
1737	2001	10	3	19.24	81.90	1.40	26.03	100.00	9.95	13.29	51.06	0.00
1738	2001	10	4	21.49	68.98	1.14	28.80	100.00	8.45	12.77	33.65	0.00
1739	2001	10	5	23.28	66.34	1.14	30.57	100.00	8.45	15.76	35.66	0.00
1740	2001	10	6	22.06	68.94	1.88	28.93	93.60	8.45	15.13	41.77	0.00
1741	2001	10	7	21.57	75.80	2.18	28.84	98.00	10.70	15.48	47.68	0.00
1742	2001	10	8	18.88	100.00	1.76	20.89	100.00	8.45	16.18	86.70	23.70
1743	2001	10	9	21.14	96.20	0.53	25.56	100.00	6.20	17.82	73.30	0.10
1744	2001	10	10	22.07	93.80	0.62	27.32	100.00	10.70	18.83	70.90	22.00
1745	2001	10	11	22.84	88.20	1.09	30.60	100.00	12.95	17.96	51.56	6.30
1746	2001	10	12	22.37	85.20	1.48	29.54	100.00	7.70	16.75	53.86	0.00
1747	2001	10	13	22.50	80.50	1.16	29.83	100.00	6.20	16.70	47.01	0.00
1748	2001	10	14	21.56	81.40	0.83	28.10	100.00	6.20	15.22	47.55	0.00
1749	2001	10	15	22.78	73.50	1.05	29.63	100.00	9.95	15.66	43.18	0.00
1750	2001	10	16	21.89	79.10	1.31	29.29	100.00	6.95	15.41	49.83	0.00
1751	2001	10	17	20.11	88.10	0.80	28.23	100.00	7.70	15.97	56.75	18.80
1752	2001	10	18	21.96	86.80	1.13	28.64	100.00	7.70	17.17	54.60	1.80
1753	2001	10	19	21.30	89.80	0.83	28.68	100.00	8.45	17.47	58.56	14.70
1754	2001	10	20	21.31	89.00	0.78	27.05	100.00	5.45	17.00	55.88	2.40
1755	2001	10	21	21.09	90.00	0.91	29.11	100.00	8.45	16.10	42.78	7.20
1756	2001	10	22	21.02	87.60	1.38	26.85	100.00	7.70	16.99	58.10	8.10
1757	2001	10	23	23.54	60.95	1.66	28.54	99.30	8.45	17.68	27.47	0.00
1758	2001	10	24	21.15	72.00	2.24	28.65	100.00	8.45	13.70	24.98	0.00
1759	2001	10	25	21.74	73.60	1.45	30.04	100.00	8.45	12.92	31.70	0.00
1760	2001	10	26	22.00	66.13	1.13	30.38	100.00	6.95	13.99	23.37	0.00
1761	2001	10	27	22.03	64.51	0.93	30.40	100.00	6.20	13.44	15.58	0.00
1762	2001	10	28	23.44	67.84	0.64	31.67	100.00	5.45	14.62	28.20	0.00
1763	2001	10	29	25.34	58.08	0.73	34.39	100.00	5.45	15.58	16.31	0.00
1764	2001	10	30	25.98	59.31	1.35	34.51	98.30	8.45	16.50	25.11	0.00
1765	2001	10	31	26.01	62.02	1.33	32.84	84.70	8.45	20.54	35.05	0.00
1766	2001	11	1	23.40	74.00	2.02	31.41	97.80	11.45	17.31	39.01	0.00
1767	2001	11	2	22.34	76.70	1.86	30.01	96.80	9.20	17.14	48.35	0.00
1768	2001	11	3	19.61	83.40	1.19	23.76	97.20	6.95	15.94	68.00	0.00
1769	2001	11	4	17.67	98.60	0.88	20.41	100.00	5.45	15.51	89.60	5.50
1770	2001	11	5	21.49	80.80	0.73	28.59	100.00	6.20	14.43	48.82	0.00
1771	2001	11	6	24.32	69.51	0.85	32.32	100.00	7.70	16.29	33.10	0.00
1772	2001	11	7	25.96	56.38	0.77	34.08	96.50	6.20	16.58	25.58	0.00
1773	2001	11	8	26.34	61.35	1.39	33.77	88.10	12.20	20.35	35.78	0.00
1774	2001	11	9	25.21	70.10	2.19	33.26	93.00	10.70	18.96	40.95	0.00
1775	2001	11	10	25.82	73.60	1.44	33.72	97.90	8.45	19.66	41.62	0.00
1776	2001	11	11	22.68	93.50	1.21	29.70	100.00	14.45	19.38	63.53	38.90
1777	2001	11	12	21.71	98.50	0.69	24.73	100.00	6.20	19.92	89.00	0.60
1778	2001	11	13	21.29	96.50	1.19	27.68	100.00	8.45	18.61	68.50	30.50
1779	2001	11	14	22.69	93.90	1.02	28.90	100.00	18.20	19.02	64.14	12.30
1780	2001	11	15	22.86	92.30	1.07	27.10	100.00	6.20	20.54	70.80	2.70
1781	2001	11	16	23.39	89.80	1.58	28.06	100.00	8.45	20.15	66.02	0.10
1782	2001	11	17	22.32	88.80	2.40	29.05	100.00	11.45	18.28	60.24	2.00
1783	2001	11	18	23.59	82.60	2.00	29.91	99.20	8.45	18.77	56.00	0.00
1784	2001	11	19	23.33	87.50	1.29	31.35	100.00	7.70	17.55	52.25	2.90
1785	2001	11	20	24.41	79.20	1.59	30.74	100.00	10.70	18.92	51.10	0.00
1786	2001	11	21	25.38	77.30	1.21	32.03	100.00	8.45	18.65	43.03	0.00
1787	2001	11	22	24.86	81.90	1.46	31.72	100.00	9.95	19.52	49.55	2.10
1788	2001	11	23	23.90	87.60	1.34	31.43	100.00	12.20	19.51	55.26	12.90
1789	2001	11	24	26.13	78.60	1.03	32.34	100.00	6.20	20.15	49.55	0.00
1790	2001	11	25	26.46	72.50	2.39	33.21	100.00	10.70	20.60	36.05	0.00
1791	2001	11	26	26.02	69.86	2.04	32.91	97.50	8.45	19.85	34.64	0.00
1792	2001	11	27	25.89	73.80	1.11	32.81	100.00	6.95	18.96	38.40	0.00
1793	2001	11	28	23.60	89.80	1.43	31.38	100.00	11.45	20.42	57.35	6.80
1794	2001	11	29	23.83	86.90	1.65	28.84	100.00	7.70	18.17	66.22	18.70
1795	2001	11	30	22.53	91.40	1.90	26.51	100.00	8.45	19.12	72.10	2.70
1796	2001	12	1	21.54	68.99	2.88	25.54	100.00	12.20	16.86	31.45	1.70
1797	2001	12	2	20.97	68.05	1.37	27.89	98.60	9.20	13.30	37.15	0.00
1798	2001	12	3	22.58	69.75	1.44	30.39	98.00	9.20	14.80	34.05	0.00
1799	2001	12	4	23.55	72.50	1.59	31.06	100.00	9.20	15.45	42.58	0.00
1800	2001	12	5	24.27	77.80	1.45	30.85	100.00	7.70	18.05	48.82	0.70
1801	2001	12	6	22.19	99.30	1.29	24.68	100.00	9.20	20.73	86.30	5.20
1802	2001	12	7	24.66	87.80	1.40	30.71	100.00	7.70	20.56	61.11	8.50
1803	2001	12	8	24.20	87.70	0.78	30.86	100.00	7.70	19.70	53.32	0.10
1804	2001	12	9	23.00	92.30	1.43	30.06	100.00	9.20	18.75	56.55	10.90
1805	2001	12	10	22.55	94.30	0.61	29.89	100.00	11.45	18.78	66.15	3.90
1806	2001	12	11	22.99	92.10	0.49	28.75	100.00	8.45	19.73	65.61	0.00
1807	2001	12	12	22.98	93.90	0.34	28.54	100.00	4.70	19.61	63.13	0.90
1808	2001	12	13	22.34	96.10	0.60	26.27	100.00	7.70	20.10	76.00	8.30
1809	2001	12	14	21.62	100.00	0.86	23.97	100.00	9.20	19.84	89.60	11.00
1810	2001	12	15	22.47	95.40	0.94	27.63	100.00	7.70	19.15	73.90	17.40
1811	2001	12	16	22.33	97.20	0.95	29.64	100.00	9.20	19.44	63.94	23.30
1812	2001	12	17	24.76	84.50	1.21	31.37	100.00	9.20	18.90	50.91	0.20
1813	2001	12	18	26.27	78.70	1.21	31.79	99.80	7.70	20.74	48.95	0.00
1814	2001	12	19	26.49	79.00	0.68	33.11	100.00	6.95	20.46	40.75	0.00
1815	2001	12	20	24.80	88.60	0.52	30.70	100.00	6.20	21.40	65.14	0.00
1816	2001	12	21	24.53	91.00	1.12	29.34	100.00	6.95	20.60	71.60	0.60
1817	2001	12	22	22.99	96.60	1.42	29.96	100.00	14.45	20.59	64.27	14.00
1818	2001	12	23	21.73	98.30	1.72	27.75	100.00	9.95	17.93	73.40	5.80
1819	2001	12	24	19.89	84.10	3.37	24.12	98.80	10.70	16.24	68.94	0.00
1820	2001	12	25	21.31	79.30	2.83	26.48	95.60	9.95	16.51	61.73	0.00
1821	2001	12	26	22.57	80.30	2.03	28.56	98.10	9.20	17.67	56.62	0.00
1822	2001	12	27	22.38	88.30	0.67	29.75	100.00	8.45	17.25	60.58	12.10
1823	2001	12	28	22.88	90.50	0.93	29.45	100.00	10.70	19.02	60.38	49.80
1824	2001	12	29	20.62	100.00	0.77	24.25	100.00	5.45	18.81	84.50	22.40
1825	2001	12	30	22.80	90.50	1.28	28.30	100.00	9.20	19.39	62.46	0.00
1826	2001	12	31	24.09	81.20	0.57	30.53	100.00	5.45	18.30	47.82	0.00
1827	2002	1	1	22.95	94.90	0.60	28.22	100.00	6.20	19.62	70.90	21.60
1828	2002	1	2	23.84	89.50	0.73	29.93	100.00	6.95	18.71	61.45	0.20
1829	2002	1	3	25.34	76.90	0.58	31.60	100.00	6.95	19.52	41.97	0.00
1830	2002	1	4	25.59	75.80	1.17	31.67	100.00	8.45	19.37	45.06	0.00
1831	2002	1	5	24.19	83.70	1.05	31.72	100.00	7.70	19.55	54.79	0.00
1832	2002	1	6	24.42	87.90	1.11	31.78	100.00	12.95	19.69	55.53	11.90
1833	2002	1	7	21.93	99.50	0.90	25.31	100.00	7.70	20.55	82.70	9.90
1834	2002	1	8	23.05	95.70	0.95	29.76	100.00	8.45	18.53	67.29	29.20
1835	2002	1	9	20.60	97.50	1.23	27.74	100.00	9.20	18.00	72.70	16.00
1836	2002	1	10	23.46	88.40	1.29	28.09	100.00	6.95	18.92	66.22	2.20
1837	2002	1	11	22.32	91.60	0.83	25.71	100.00	6.95	19.54	75.30	0.00
1838	2002	1	12	22.34	95.50	1.17	27.66	100.00	11.45	19.19	71.30	33.20
1839	2002	1	13	21.51	100.00	0.64	25.08	100.00	8.45	18.97	91.20	28.10
1840	2002	1	14	22.57	97.80	0.94	26.91	100.00	6.20	20.31	73.40	5.50
1841	2002	1	15	22.22	96.90	0.74	26.63	100.00	9.20	20.08	78.10	2.20
1842	2002	1	16	20.22	86.90	2.44	24.08	97.20	9.20	16.45	70.70	0.00
1843	2002	1	17	20.38	79.80	2.42	27.42	100.00	8.45	13.74	50.65	0.00
1844	2002	1	18	20.98	82.10	2.57	26.89	97.20	9.95	16.52	62.00	0.00
1845	2002	1	19	20.81	92.10	1.61	25.32	100.00	9.20	16.69	71.80	2.70
1846	2002	1	20	22.06	98.50	0.59	28.28	100.00	7.70	19.02	73.20	2.00
1847	2002	1	21	24.13	89.80	0.72	31.84	100.00	9.20	19.84	57.15	0.10
1848	2002	1	22	24.28	90.00	0.72	32.28	100.00	10.70	19.81	54.86	1.00
1849	2002	1	23	23.98	88.60	0.60	29.05	100.00	6.20	19.49	59.57	2.40
1850	2002	1	24	24.33	90.30	0.72	32.02	100.00	6.20	19.91	58.22	0.00
1851	2002	1	25	22.51	97.30	0.93	30.95	100.00	15.95	19.74	66.69	12.00
1852	2002	1	26	24.66	88.60	0.96	31.97	100.00	9.95	19.42	59.42	9.80
1853	2002	1	27	23.96	93.90	0.67	32.31	100.00	18.95	19.85	58.62	20.50
1854	2002	1	28	24.24	92.80	0.60	31.14	100.00	11.45	19.92	68.57	49.80
1855	2002	1	29	23.54	96.50	0.63	30.30	100.00	9.20	20.41	66.02	14.70
1856	2002	1	30	24.80	92.80	0.57	31.32	100.00	6.20	21.18	62.11	0.00
1857	2002	1	31	25.62	90.70	1.15	32.46	100.00	10.70	21.59	55.26	0.10
1858	2002	2	1	22.93	100.00	0.48	28.98	100.00	9.95	20.39	81.00	44.40
1859	2002	2	2	23.87	92.90	1.25	29.49	100.00	8.45	20.80	67.70	0.20
1860	2002	2	3	21.83	80.40	2.68	27.38	99.20	10.70	17.11	52.26	0.00
1861	2002	2	4	21.55	77.60	1.41	27.94	100.00	7.70	15.16	43.46	0.00
1862	2002	2	5	22.69	76.00	1.16	29.89	100.00	9.20	15.75	37.00	0.00
1863	2002	2	6	22.47	86.50	0.82	31.16	100.00	9.95	16.26	50.97	31.70
1864	2002	2	7	21.12	100.00	0.38	25.68	100.00	5.45	18.86	81.10	13.90
1865	2002	2	8	22.12	100.00	0.50	26.95	100.00	6.20	20.19	77.90	16.90
1866	2002	2	9	21.01	100.00	0.42	24.32	100.00	5.45	18.89	81.60	17.10
1867	2002	2	10	22.39	94.90	0.43	28.55	100.00	8.45	17.82	70.90	0.20
1868	2002	2	11	24.73	83.10	0.75	31.46	100.00	5.45	18.95	50.84	0.10
1869	2002	2	12	23.58	87.20	0.54	32.35	100.00	10.70	18.57	50.70	4.10
1870	2002	2	13	23.33	89.40	0.70	31.75	100.00	8.45	18.57	51.58	0.00
1871	2002	2	14	20.94	99.50	0.32	23.79	100.00	6.20	18.69	90.30	3.70
1872	2002	2	15	23.09	89.70	0.39	29.83	100.00	3.95	17.55	59.70	0.10
1873	2002	2	16	23.32	93.00	0.57	30.41	100.00	7.70	19.82	60.91	1.30
1874	2002	2	17	23.54	86.50	2.39	29.18	100.00	10.70	19.65	62.06	0.10
1875	2002	2	18	23.24	78.20	3.23	28.90	98.00	9.95	18.22	54.26	0.00
1876	2002	2	19	23.18	80.10	2.06	29.14	97.00	9.95	18.18	58.56	0.00
1877	2002	2	20	22.08	95.60	0.45	26.00	100.00	6.20	19.23	80.20	4.70
1878	2002	2	21	22.48	100.00	1.11	26.87	100.00	11.45	20.96	76.70	11.90
1879	2002	2	22	23.22	97.80	1.12	27.70	100.00	9.95	21.07	81.20	11.30
1880	2002	2	23	23.86	92.50	0.81	28.32	100.00	6.20	20.59	0.07	2.80
1881	2002	2	24	23.42	85.60	1.51	30.15	100.00	7.70	19.48	27.82	0.20
1882	2002	2	25	23.11	80.90	2.62	29.75	100.00	9.20	18.08	6.86	0.00
1883	2002	2	26	22.67	90.00	0.59	28.77	100.00	6.95	17.58	0.00	0.00
1884	2002	2	27	22.56	97.10	0.24	26.03	100.00	3.20	20.99	0.00	0.40
1885	2002	2	28	21.44	98.60	1.06	28.52	100.00	13.70	18.21	0.00	2.70
1886	2002	3	1	23.39	87.20	0.57	32.04	100.00	6.20	17.20	51.77	0.00
1887	2002	3	2	23.02	90.40	0.88	31.11	100.00	9.95	18.23	55.20	0.00
1888	2002	3	3	22.99	92.40	0.64	31.49	100.00	11.45	19.80	54.13	27.50
1889	2002	3	4	23.80	87.70	0.62	31.68	100.00	4.70	17.74	45.94	0.10
1890	2002	3	5	24.93	82.40	0.45	32.37	100.00	9.95	18.69	45.39	0.10
1891	2002	3	6	24.65	81.30	1.01	32.05	100.00	15.95	19.01	44.53	11.70
1892	2002	3	7	24.98	83.50	0.73	33.23	100.00	6.95	19.20	46.94	0.00
1893	2002	3	8	25.83	83.00	0.70	33.65	100.00	6.95	19.86	49.34	0.00
1894	2002	3	9	26.17	80.30	0.51	33.37	100.00	6.20	19.48	51.12	0.00
1895	2002	3	10	26.34	79.20	0.99	33.33	100.00	8.45	20.50	44.31	0.00
1896	2002	3	11	26.34	76.80	0.67	33.09	100.00	7.70	19.97	43.32	0.00
1897	2002	3	12	26.37	77.40	0.58	33.30	100.00	6.20	19.79	41.16	0.00
1898	2002	3	13	26.40	79.10	0.65	33.79	100.00	6.95	19.93	46.25	0.10
1899	2002	3	14	24.44	88.80	0.67	29.93	100.00	9.95	19.35	65.35	23.40
1900	2002	3	15	23.98	89.50	0.92	30.32	100.00	6.95	19.34	61.50	6.20
1901	2002	3	16	25.25	85.30	0.58	32.60	100.00	7.70	19.64	48.61	0.00
1902	2002	3	17	25.37	88.80	0.52	31.65	100.00	5.45	20.39	61.03	36.20
1903	2002	3	18	25.72	88.90	0.70	31.51	100.00	7.70	21.31	63.32	1.30
1904	2002	3	19	25.95	87.40	0.81	31.92	100.00	6.20	21.28	64.62	0.10
1905	2002	3	20	25.96	85.20	0.82	31.40	100.00	6.20	21.98	60.93	0.00
1906	2002	3	21	23.30	89.40	2.88	27.06	100.00	9.95	19.73	71.20	29.20
1907	2002	3	22	23.33	81.20	2.26	29.79	97.40	8.45	18.84	53.32	0.00
1908	2002	3	23	23.94	85.70	0.58	30.44	100.00	6.95	18.56	57.29	0.00
1909	2002	3	24	22.57	100.00	0.64	27.70	100.00	9.20	20.99	80.50	14.50
1910	2002	3	25	23.46	94.80	1.20	29.12	100.00	8.45	20.23	73.20	103.90
1911	2002	3	26	23.67	88.40	0.30	30.23	100.00	5.45	18.41	60.43	0.00
1912	2002	3	27	22.70	95.10	0.50	31.31	100.00	9.95	18.81	60.23	5.20
1913	2002	3	28	24.53	87.60	0.50	31.30	100.00	5.45	19.25	57.15	0.00
1914	2002	3	29	25.59	84.60	0.64	31.62	100.00	6.95	20.18	55.33	0.00
1915	2002	3	30	24.46	80.10	0.75	31.13	100.00	7.70	18.66	42.98	0.00
1916	2002	3	31	24.59	82.10	0.57	32.22	100.00	5.45	17.29	47.87	0.00
1917	2002	4	1	25.13	82.90	0.39	32.55	100.00	3.95	18.66	49.15	0.00
1918	2002	4	2	25.44	80.50	0.66	32.93	100.00	9.20	19.75	46.00	0.00
1919	2002	4	3	23.84	89.40	0.83	32.55	100.00	12.20	20.12	52.90	17.10
1920	2002	4	4	23.35	88.60	1.31	30.38	100.00	8.45	18.28	60.09	0.20
1921	2002	4	5	23.13	86.30	0.75	29.66	100.00	8.45	17.16	60.19	0.00
1922	2002	4	6	22.89	85.00	0.67	29.99	100.00	10.70	17.73	59.19	5.30
1923	2002	4	7	21.94	90.50	0.77	29.99	100.00	9.95	16.98	63.04	0.00
1924	2002	4	8	21.88	86.50	0.96	28.92	100.00	9.20	16.25	57.91	0.00
1925	2002	4	9	22.17	85.10	1.07	28.89	100.00	7.70	16.51	58.28	0.00
1926	2002	4	10	22.76	84.30	0.40	30.35	100.00	5.45	16.56	48.29	0.00
1927	2002	4	11	23.25	84.40	0.54	31.16	100.00	5.45	16.71	49.43	0.00
1928	2002	4	12	24.52	77.30	0.61	32.83	100.00	9.20	17.17	42.01	0.00
1929	2002	4	13	24.03	85.80	1.60	30.38	100.00	7.70	18.45	54.87	0.00
1930	2002	4	14	24.19	84.10	0.98	30.63	100.00	7.70	18.26	55.52	0.00
1931	2002	4	15	24.54	83.50	0.54	31.30	100.00	7.70	18.76	51.37	0.00
1932	2002	4	16	24.39	82.90	0.37	31.69	100.00	4.70	17.99	46.34	0.00
1933	2002	4	17	24.68	81.10	0.44	32.28	100.00	5.45	18.19	46.13	0.00
1934	2002	4	18	24.93	81.60	0.93	32.73	100.00	9.20	18.26	48.46	0.00
1935	2002	4	19	24.97	81.20	0.55	31.22	100.00	4.70	19.34	53.94	0.00
1936	2002	4	20	24.12	78.40	1.00	31.89	100.00	9.95	16.86	40.03	0.00
1937	2002	4	21	23.48	83.10	1.45	30.89	100.00	7.70	17.50	50.24	0.00
1938	2002	4	22	24.22	80.90	1.50	30.18	100.00	9.20	19.23	56.99	0.00
1939	2002	4	23	24.22	78.20	0.21	31.92	100.00	2.45	18.89	45.67	0.00
1940	2002	4	24	23.31	81.20	0.70	31.11	100.00	0.00	16.37	45.27	0.00
1941	2002	4	25	23.35	76.00	1.12	31.93	100.00	3.95	16.49	34.32	0.00
1942	2002	4	26	23.13	73.70	1.02	32.14	100.00	5.45	15.57	32.17	0.00
1943	2002	4	27	22.61	81.80	1.84	31.48	100.00	9.20	15.79	39.56	0.00
1944	2002	4	28	23.07	82.50	1.14	30.84	100.00	6.20	16.97	46.00	0.00
1945	2002	4	29	23.15	80.00	1.11	31.68	100.00	6.95	16.33	40.23	0.20
1946	2002	4	30	23.89	79.10	1.45	30.85	100.00	8.45	18.75	47.82	3.90
1947	2002	5	1	22.53	90.40	0.92	28.23	100.00	6.20	18.60	54.13	0.10
1948	2002	5	2	21.37	84.20	0.89	30.01	100.00	8.45	14.52	38.82	1.80
1949	2002	5	3	21.60	94.80	1.13	28.45	100.00	8.45	18.38	68.55	13.30
1950	2002	5	4	21.19	97.00	0.84	26.35	100.00	4.70	17.92	71.40	1.10
1951	2002	5	5	22.08	90.60	1.02	28.57	100.00	5.45	17.05	63.11	0.00
1952	2002	5	6	21.99	91.50	1.09	27.69	100.00	13.70	17.96	65.61	11.80
1953	2002	5	7	22.00	89.10	0.89	27.70	100.00	4.70	17.06	63.35	0.00
1954	2002	5	8	20.82	93.30	0.94	27.97	100.00	9.95	16.69	64.32	0.00
1955	2002	5	9	20.35	92.30	1.31	25.13	100.00	7.70	16.77	72.70	0.00
1956	2002	5	10	21.09	87.00	1.36	27.79	100.00	6.95	14.98	55.86	0.00
1957	2002	5	11	21.43	89.40	0.64	28.66	100.00	3.20	15.76	61.25	0.00
1958	2002	5	12	21.32	86.20	0.68	29.48	100.00	3.95	16.49	47.12	0.10
1959	2002	5	13	21.29	80.50	0.97	29.40	100.00	3.95	14.55	42.86	0.00
1960	2002	5	14	21.19	83.40	1.18	29.32	100.00	6.95	14.25	48.01	0.00
1961	2002	5	15	21.94	75.60	1.21	30.40	100.00	6.95	14.87	36.01	0.00
1962	2002	5	16	19.55	87.10	1.52	25.98	100.00	14.45	14.41	61.64	0.00
1963	2002	5	17	21.20	89.00	0.92	27.85	100.00	4.70	15.86	66.28	1.10
1964	2002	5	18	21.07	91.80	0.93	29.86	100.00	9.20	15.86	59.42	0.50
1965	2002	5	19	17.44	100.00	1.15	19.91	100.00	11.45	15.72	98.10	19.70
1966	2002	5	20	18.66	100.00	0.89	22.87	100.00	6.95	15.52	85.90	0.80
1967	2002	5	21	18.54	100.00	1.71	22.38	100.00	17.45	16.25	88.80	52.80
1968	2002	5	22	17.43	93.70	2.45	21.11	100.00	9.95	14.72	76.40	1.60
